id,type,tileType,health,damageable,destructible,dontDestroy,immune,lootTable,lootOnDmg,dontDropSelf,dontDropLoot,mineable,diggable,requiresDrill,tileCD,plant,growing,critter,catTags
GalaxiteFloor,PlaceablePrefab,floor,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1
GalaxiteHelm,Helm,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GalaxiteKey,KeyItem,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GalaxiteMiningPick,MiningPick,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GalaxiteOre,NonUsable,ore,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
GalaxiteOreBoulder,PlaceablePrefab,none,1,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,1
GalaxitePantsArmor,PantsArmor,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GalaxiteShovel,Shovel,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GalaxiteSledge,Sledge,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GalaxiteSword,MeleeWeapon,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GalaxiteTrap,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1
GalaxiteTurret,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
GalaxiteWorkbench,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
GearMonument,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
GemCrab,Eatable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Geode,Valuable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GeodeWallDisplay,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
Geyser,NonObtainable,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
GhormChest,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
GhormTrophy,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
GhormsStomachBag,Bag,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GhostBlanketBreastArmor,BreastArmor,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GhostBlanketCavelingTrophy,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
GhostBlanketHelm,Helm,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GhostCaveling,Creature,none,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GhostScholar,Creature,none,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GiantCicadaBoss,Creature,none,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1
GiantCicadaBossScanner,CastingItem,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GiantCicadaBossShield,NonObtainable,none,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
GiantCicadaBossSpawnLocation,NonObtainable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GiantCicadaBossSummoningItem,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
GiantCicadaBossTrophy,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
GiantCicadaChest,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
GiantDrill,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
GiantGerm,Valuable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GiantMite,Valuable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GiantMitochondrion,Eatable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GiantMushroom,Eatable,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
GiantMushroom2,Eatable,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
GiantSquidEye,Valuable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GingerbreadBreastArmor,BreastArmor,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GingerbreadChest,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
GingerbreadHoodHelm,Helm,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GingerbreadManHelm,Helm,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GingerbreadPantsArmor,PantsArmor,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Glass,NonUsable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GlassBridge,PlaceablePrefab,bridge,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1
GlassFloor,PlaceablePrefab,floor,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1
GlassSmelter,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
GlassWorkbench,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
GlazedHeartberry,Eatable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GleamRootPlant,NonObtainable,none,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1
GleamRootSeed,PlaceablePrefab,none,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1
GleamWood,NonUsable,bigRoot,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1
GleamWoodBridge,PlaceablePrefab,bridge,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1
GleamWoodDoor,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
GleamWoodFence,PlaceablePrefab,fence,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1
GleamWoodFenceGate,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
GleamWoodFloor,PlaceablePrefab,floor,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1
GleamWoodPlank,NonUsable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GlowTulipRing,Ring,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GlowingCoral,PlaceablePrefab,none,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1
GlowingMushroom,Eatable,none,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1
GlowingTulipFlower,Eatable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GlowingTulipFlowerRare,Eatable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GlowingTulipPlant,NonObtainable,none,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1
GlowingTulipSeed,PlaceablePrefab,none,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1
GlurchChest,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
GlurchTrophy,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
GoKartWorkbench,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
Goat,Creature,none,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
GoatBaby,Creature,none,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
GodsentBreastArmor,BreastArmor,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GodsentHelm,Helm,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GodsentPantsArmor,PantsArmor,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GoldBar,NonUsable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GoldCrystalNecklace,Necklace,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GoldCrystalRing,Ring,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GoldOre,NonUsable,ore,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
GoldOreBoulder,PlaceablePrefab,none,1,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,1
GoldenAngleFish,Eatable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GoldenBombScarab,Creature,none,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
GoldenBombScarabTrophy,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
GoldenCavelingMask,Valuable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GoldenChocolate,Eatable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GoldenCocoon,Valuable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GoldenDeepstalker,Eatable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GoldenFeather,Valuable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GoldenJellyfish,Offhand,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GoldenLarvaMeat,Eatable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GoldenNeedle,Valuable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GoldenRoseBouquet,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
GoldenSpikeRing,Ring,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GoldenStarfish,Valuable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GoldenTorrentDart,Eatable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GoldenWhistle,Valuable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GolemBreastArmor,BreastArmor,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GolemHelm,Helm,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GolemPantsArmor,PantsArmor,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GolemShield,Offhand,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GolemTrophy,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
GraveTree,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
Gravestone,NonObtainable,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
GravityProjectile,NonObtainable,none,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GreatWallBlock,NonUsable,greatWall,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1
GreaterHealingPotion,Eatable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GreaterManaPotion,Eatable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GreenBlisterHead,Eatable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GreenDesertDestructible,PlaceablePrefab,none,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1
GreenFireFly,Critter,none,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1
GreenKelp,Eatable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GreenLargeDesertDestructible,PlaceablePrefab,none,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1
GreeneryPod,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
GreenhornPico,Eatable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Grenade,ThrowingWeapon,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GrenadeProjectile,NonObtainable,none,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GreyDuneTail,Eatable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GreyKelp,Eatable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GrimBreastArmor,BreastArmor,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GrimHelm,Helm,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GrimPantsArmor,PantsArmor,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GrimyStoneBookshelf,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
GrimyStoneBookshelfLarge,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
GrimyStoneFloor,PlaceablePrefab,floor,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1
GrimyStonePillar,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
GrimyStoneTable,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
GroundAcidSlime,PlaceablePrefab,groundSlime,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1
GroundAlienBlock,PlaceablePrefab,ground,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1
GroundBeachSandBlock,PlaceablePrefab,ground,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1
GroundCityBlock,PlaceablePrefab,ground,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1
GroundClayBlock,PlaceablePrefab,ground,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1
GroundCrystalBlock,PlaceablePrefab,ground,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1
GroundDarkStoneBlock,PlaceablePrefab,ground,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1
GroundDesertSandBlock,PlaceablePrefab,ground,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1
GroundDesertTempleBlock,PlaceablePrefab,ground,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1
GroundDesertTempleBlock2,PlaceablePrefab,ground,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1
GroundDirtBlock,PlaceablePrefab,ground,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1
GroundExcavationBlock,PlaceablePrefab,ground,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1
GroundExcavationBorderBlock,PlaceablePrefab,ground,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1
GroundExcavationDungeonBlock,PlaceablePrefab,ground,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1
GroundExcavationRockBlock,PlaceablePrefab,ground,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1
GroundExcavationVoidBlock,PlaceablePrefab,ground,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1
GroundGrassBlock,PlaceablePrefab,ground,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1
GroundHiveBlock,PlaceablePrefab,ground,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1
GroundLavaBlock,PlaceablePrefab,ground,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1
GroundLavaSlime,PlaceablePrefab,groundSlime,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1
GroundMeadowBlock,PlaceablePrefab,ground,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1
GroundMoldBlock,PlaceablePrefab,ground,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1
GroundOasisblock,PlaceablePrefab,ground,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1
GroundObsidianBlock,PlaceablePrefab,ground,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1
GroundOilSlime,PlaceablePrefab,groundSlime,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1
GroundPassageBlock,PlaceablePrefab,ground,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1
GroundPoisonSlime,PlaceablePrefab,groundSlime,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1
GroundSandBlock,PlaceablePrefab,ground,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1
GroundSlime,PlaceablePrefab,groundSlime,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1
GroundSlipperySlime,PlaceablePrefab,groundSlime,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1
GroundSnowBlock,PlaceablePrefab,ground,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1
GroundStoneBlock,PlaceablePrefab,ground,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1
GroundTurfBlock,PlaceablePrefab,ground,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1
GrubEggNecklace,Necklace,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GrubKapokPlant,NonObtainable,none,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1
GrubKapokSeed,PlaceablePrefab,none,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1
GrubKnot,Valuable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GrubPearl,Valuable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Grubzooka,RangeWeapon,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GrubzookaProjectile,NonObtainable,none,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Grumpkin,Eatable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GrumpkinPlant,NonObtainable,none,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1
GrumpkinRare,Eatable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GrumpkinSeed,PlaceablePrefab,none,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1
GuardiansPotion,Eatable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HalloweenGoodieBag,CastingItem,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HalloweenWorkbench,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
HandMortar,RangeWeapon,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HandMortarProjectile,NonObtainable,none,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HardThorn,Valuable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HealingPotion,Eatable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HeartBerry,Eatable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HeartBerryNecklace,Necklace,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HeartBerryPlant,NonObtainable,none,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1
HeartBerryRare,Eatable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HeartBerrySeed,PlaceablePrefab,none,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1
HeartOfGold,Valuable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HeartberrySoda,Eatable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HiveBigLarvaTrophy,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
HiveBone,NonObtainable,none,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1
HiveBoneBreastArmor,BreastArmor,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HiveBoneHelm,Helm,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HiveBonePantsArmor,PantsArmor,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HiveBossCrystal,NonUsable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HiveBossSummoningItem,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
HiveDestructible,PlaceablePrefab,none,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1
HiveHalloweenBossSummoningItem,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
HiveHalloweenBossTrophy,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
HiveLarvaTrophy,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
HiveMotherScanner,CastingItem,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HiveSpikeTrap,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1
HiveVein,NonObtainable,none,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1
HivemotherChest,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
HivemotherHalloweenChest,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
HivemotherTrophy,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
HomeworldReminiscence,Valuable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HostileCreatureProximitySensor,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1
HotChocolate,Eatable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HotPunch,Eatable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HourglassRing,Ring,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HunterBreastArmor,BreastArmor,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HunterHelm,Helm,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HuntingSceneRock,NonObtainable,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
HuntingSpear,MeleeWeapon,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HydraBoneBreastArmor,BreastArmor,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HydraBoneHelm,Helm,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HydraBonePantsArmor,PantsArmor,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HydraBoneShield,Offhand,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HydraBoneSword,MeleeWeapon,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HydraBoneTooth,Offhand,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HydraBossBeamMortarProjectile,NonObtainable,none,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HydraBossDesert,Creature,none,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
HydraBossDesertBait,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
HydraBossDesertChest,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
HydraBossDesertScanner,CastingItem,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HydraBossDesertSoulOrb,NonObtainable,none,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HydraBossDesertTrophy,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
HydraBossFirstCraftingItem,UniqueCraftingComponent,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HydraBossIceShard,PlaceablePrefab,none,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1
HydraBossIceShardMortarProjectile,NonObtainable,none,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
HydraBossLavaMortarProjectile,NonObtainable,none,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HydraBossNature,Creature,none,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
HydraBossNatureBait,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
HydraBossNatureChest,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
HydraBossNatureCraftingItem,UniqueCraftingComponent,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HydraBossNatureScanner,CastingItem,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HydraBossNatureSoulOrb,NonObtainable,none,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HydraBossNatureTrophy,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
HydraBossSea,Creature,none,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
HydraBossSeaBait,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
HydraBossSeaChest,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
HydraBossSeaCraftingItem,UniqueCraftingComponent,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HydraBossSeaScanner,CastingItem,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HydraBossSeaSoulOrb,NonObtainable,none,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HydraBossSeaTrophy,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
HydraBossShockwaveMortarProjectile,NonObtainable,none,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HydraBossSpawnNilipedeMortarProjectile,NonObtainable,none,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
HydraBossStalactite,PlaceablePrefab,none,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1
HydraBossStalactiteMortarProjectile,NonObtainable,none,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
HydraBossStatue,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
HydraBossVoid,Creature,none,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
HydraBossVoidBait,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
HydraBossVoidChest,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
HydraBossVoidCraftingItem,CastingItem,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HydraBossVoidScanner,CastingItem,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HydraBossVoidTrophy,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
HydraJewelryDesertNecklace,Necklace,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HydraJewelryNatureRing,Ring,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HydraJewelrySeaRing,Ring,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HydraWorkbench,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
ICircuit,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1
